ticker,options_volume,options_volume_call,options_volume_put,volume_put_call_ratio,open_interest,open_interest_call,open_interest_put,open_interest_put_call_ratio,iv_rank,implied_volatility_30d,,,,
INSM,804,511,293,0.573385519,68676,33188,35488,1.069302157,11.07998752,67.7958885,,,,
TRTX,801,801,0,0,43966,42499,1467,0.034518459,5.441912811,12.63940767,,,,
MT,799,420,379,0.902380952,97999,53264,44735,0.839873085,29.47171381,34.53,,,,
KD,772,359,413,1.150417827,35484,26587,8897,0.334637229,6.985603325,32.25829268,,,,
INVZ,770,696,74,0.106321839,122617,86750,35867,0.41345245,12.72850591,150.1179791,,,,
BAX,770,614,156,0.254071661,77522,60198,17324,0.287783647,24.99761534,29.90142857,,,,
ALGN,769,322,447,1.388198758,32600,11983,20617,1.720520738,17.18571707,39.18142857,,,,
MOMO,767,246,521,2.117886179,50971,39638,11333,0.285912508,33.64287006,52.88114286,,ERR,ERR,ERR
UL,757,656,101,0.153963415,32656,16783,15873,0.945778466,15.99486677,15.20519164,,,,
HBI,752,97,655,6.75257732,104800,77038,27762,0.360367611,16.92163945,46.79278746,,,,
ARVN,746,667,79,0.11844078,84690,74579,10111,0.135574357,25.40404828,95.80095238,,,,
POET,741,681,60,0.088105727,180939,173906,7033,0.040441388,3.718003718,64.75,,,,
AVDL,735,381,354,0.929133858,34781,30951,3830,0.123743982,5.162814373,34.87599303,,,,
BHC,730,325,405,1.246153846,167562,42182,125380,2.972357878,19.89886942,65.18428571,,,,
TKO,727,685,42,0.061313869,32436,17905,14531,0.811561016,22.80115108,32.09052265,,,,
PNC,724,221,503,2.2760181,34725,18186,16539,0.90943583,11.29521115,22.98285714,,,,
BMBL,723,208,515,2.475961538,83626,46856,36770,0.78474475,10.11081291,54.72285714,,,,
TD,721,531,190,0.357815443,71361,35926,35435,0.986333018,17.21233202,18.03916376,,,,
PACB,716,473,243,0.513742072,138642,106262,32380,0.304718526,4.108036373,94.18264808,,,,
WELL,708,459,249,0.54248366,31996,16294,15702,0.963667608,23.85828657,22.47850174,,,,
MODG,708,652,56,0.085889571,32701,13924,18777,1.348534904,36.2657751,59.52903061,,ERR,ERR,ERR
CSGP,707,607,100,0.164744646,47930,34989,12941,0.369859099,19.31330132,29.88463415,,,,
DQ,705,92,613,6.663043478,43579,20568,23011,1.118776741,11.49880163,58.40142857,,,,
EXAS,691,334,357,1.068862275,38829,20582,18247,0.886551356,14.97869852,45.71515679,,,,
REPL,690,562,128,0.227758007,38443,18231,20212,1.108661072,52.68951006,183.7598701,,ERR,ERR,ERR
XRX,678,306,372,1.215686275,170833,61488,109345,1.778314468,51.91965282,73.92916484,,ERR,ERR,ERR
OPK,674,673,1,0.001485884,107973,100392,7581,0.075513985,20.28259576,51.60989547,,,,
GES,673,524,149,0.284351145,69128,13254,55874,4.215633016,39.85787098,54.77704762,,ERR,ERR,ERR
PSEC,668,532,136,0.255639098,49349,23058,26291,1.14021164,9.910676219,26.92672474,,,,
NG,667,468,199,0.425213675,31325,24117,7208,0.298876311,55.64040806,80.17274725,,ERR,ERR,ERR
CNX,659,398,261,0.655778894,35485,29995,5490,0.183030505,25.11794508,31.64971429,,,,
VAL,658,233,425,1.824034335,63184,31284,31900,1.019690577,33.33014539,51.0310989,,ERR,ERR,ERR
AM,657,455,202,0.443956044,75097,44358,30739,0.692975337,24.11384747,22.64296167,,,,
NDAQ,647,234,413,1.764957265,31214,17064,14150,0.82923113,19.1764473,23.03337979,,,,
CMA,639,494,145,0.293522267,60286,42808,17478,0.40828817,14.7425035,31.78714286,,,,
NOG,636,244,392,1.606557377,36586,22681,13905,0.613068207,31.39197807,38.06486322,,ERR,ERR,ERR
FE,633,396,237,0.598484848,56044,35909,20135,0.560722939,16.8870311,17.50049587,,,,
BCRX,631,217,414,1.907834101,34038,26176,7862,0.300351467,16.6447982,42.46170732,,,,
NVS,629,213,416,1.953051643,54893,24901,29992,1.20444962,23.35284816,20.37351916,,,,
AMBC,627,459,168,0.366013072,86659,78353,8306,0.106007428,58.02466487,81.10923345,,ERR,ERR,ERR
SN,620,536,84,0.156716418,31067,20719,10348,0.499444954,21.94909603,40.89714286,,,,
COMP,620,505,115,0.227722772,36168,29279,6889,0.23528809,22.59196034,59.22142857,,,,
AEHR,618,490,128,0.26122449,44075,26776,17299,0.646063639,0.001,62.8328223,,,,
ABEO,610,353,257,0.728045326,35317,31558,3759,0.119114012,24.11185596,93.82252747,,,,
LW,610,462,148,0.32034632,84725,48371,36354,0.751566021,26.42256089,34.92815331,,,,
PTEN,609,379,230,0.606860158,84321,47125,37196,0.78930504,37.79555603,56.75059233,,ERR,ERR,ERR
PBF,607,141,466,3.304964539,77894,35314,42580,1.205754092,29.54705343,57.68738462,,,,
SRE,606,178,428,2.404494382,60047,41103,18944,0.460890933,13.43331532,18.16104762,,,,
BXMT,601,471,130,0.276008493,70733,22412,48321,2.156032483,15.80044802,23.341777,,,,
MNKD,601,392,209,0.533163265,46941,44619,2322,0.052040611,63.553945,145.0957143,,ERR,ERR,ERR
TRVI,592,591,1,0.001692047,55666,51046,4620,0.090506602,18.52184212,157.4804762,,,,
CLNE,582,447,135,0.302013423,38660,36262,2398,0.066129833,4.182068151,52.79352381,,,,
PWR,577,369,208,0.563685637,35739,18986,16753,0.882387022,12.76939902,29.508223,,,,
LOGC,576,482,94,0.195020747,40876,34608,6268,0.181114193,24.43294348,43.48457143,,,,
GOSS,574,433,141,0.325635104,42778,41648,1130,0.027132155,23.81961885,107.6177143,,,,
UWMC,563,372,191,0.51344086,114800,93011,21789,0.234262614,26.81204806,58.22285714,,,,
AVTR,562,272,290,1.066176471,49079,35193,13886,0.394567101,35.96665007,36.40365854,,ERR,ERR,ERR
AMTM,559,484,75,0.154958678,44539,31017,13522,0.435954477,3.158287705,47.3371777,,,,
NOV,545,419,126,0.30071599,59966,44242,15724,0.355408887,16.52270912,37.40904762,,,,
UNIT,541,233,308,1.321888412,59938,41927,18011,0.429579984,0.001,21.90114983,,,,
NAT,539,480,59,0.122916667,47066,37532,9534,0.254023234,4.430911117,21.8241115,,,,
ALLT,527,526,1,0.001901141,43339,24241,19098,0.787838786,29.55822561,69.87307692,,,,
BLNK,519,456,63,0.138157895,62558,53411,9147,0.171256857,9.590192405,137.6709524,,,,
BG,519,292,227,0.77739726,45692,21448,24244,1.130361805,19.59713573,27.22780952,,,,
DNUT,502,382,120,0.314136126,58508,53423,5085,0.095183722,25.02272408,70.68714286,,,,
TAL,491,369,122,0.330623306,106855,74833,32022,0.427912819,18.17254721,54.29285714,,,,
YUM,483,368,115,0.3125,44740,24620,20120,0.817221771,29.53081171,21.39003484,,,,
CENX,482,285,197,0.69122807,40968,23449,17519,0.747110751,22.28809713,63.39428571,,,,
NNDM,479,475,4,0.008421053,120021,56914,63107,1.108813297,30.82619611,61.34449477,,ERR,ERR,ERR
UDN,476,467,9,0.019271949,54210,52854,1356,0.02565558,12.60268101,10.20019048,,,,
SVM,475,250,225,0.9,31503,28092,3411,0.121422469,51.73584401,139.6307619,,ERR,ERR,ERR
TDS,464,174,290,1.666666667,56957,26624,30333,1.139310397,28.45983978,46.84761905,,,,
ALMS,463,94,369,3.925531915,39939,37078,2861,0.077161659,0.001,74.98733333,,,,
RVPH,455,444,11,0.024774775,64114,54843,9271,0.169046186,9.894620678,111.954,,,,
SABR,450,427,23,0.053864169,249349,107476,141873,1.320043545,19.07814791,58.35522648,,,,
EU,450,428,22,0.051401869,49524,47275,2249,0.047572713,34.32029353,76.56104762,,ERR,ERR,ERR
DT,444,339,105,0.309734513,45435,29727,15708,0.528408518,14.95732762,26.98571429,,,,
LYV,437,316,121,0.382911392,76100,36002,40098,1.113771457,46.67587388,41.41616725,,ERR,ERR,ERR
CE,433,271,162,0.597785978,33834,20076,13758,0.685295876,34.25558011,50.97054945,,ERR,ERR,ERR
MGA,428,210,218,1.038095238,170604,83753,86851,1.03698972,22.13606884,29.0469338,,,,
STT,424,218,206,0.944954128,32661,16986,15675,0.922818792,11.0635041,23.33515679,,,,
SLG,423,305,118,0.386885246,47046,22561,24485,1.085279908,5.617134157,31.6145993,,,,
VFS,412,161,251,1.559006211,57671,27548,30123,1.09347321,10.57642599,77.57714286,,,,
LITE,407,319,88,0.275862069,43581,25107,18474,0.73581073,18.67083688,52.80853659,,,,
TDW,406,226,180,0.796460177,31292,15378,15914,1.034854988,24.3239538,50.27247387,,,,
AMCR,405,360,45,0.125,97583,84966,12617,0.148494692,23.58323231,20.83057143,,,,
INDI,396,386,10,0.025906736,87420,57869,29551,0.510653372,18.12922283,72.66059233,,,,
ASTL,383,192,191,0.994791667,67396,42226,25170,0.596078246,60.07690549,82.21447619,,ERR,ERR,ERR
ROIV,379,331,48,0.145015106,72472,57425,15047,0.262028733,34.08732978,39.42926829,,ERR,ERR,ERR
MREO,377,205,172,0.83902439,35607,28968,6639,0.229183927,26.06806487,138.0017582,,,,
CFG,375,286,89,0.311188811,51574,29703,21871,0.73632293,9.318458231,27.18599303,,,,
OVV,373,280,93,0.332142857,40235,22642,17593,0.777007332,29.3783269,40.43337979,,,,
GALT,371,318,53,0.166666667,31855,28860,2995,0.103776854,9.508957348,120.8710476,,,,
GH,371,188,183,0.973404255,45053,21431,23622,1.10223508,15.73857111,55.26616725,,,,
CRNT,368,358,10,0.027932961,47682,37623,10059,0.267363049,14.13508335,37.14362637,,,,
DINO,364,202,162,0.801980198,42455,21682,20773,0.958075823,23.35356508,38.24733333,,,,
BMRN,355,296,59,0.199324324,31577,16680,14897,0.893105516,25.42883536,31.2154007,,,,
PPL,354,204,150,0.735294118,41197,25658,15539,0.60562008,28.25580055,18.19226481,,,,
ADT,349,315,34,0.107936508,46594,20926,25668,1.226608047,0.001,23.94298701,,,,
YUMC,349,341,8,0.023460411,51897,33991,17906,0.526786502,14.83025763,30.21648084,,,,
AMPY,345,342,3,0.00877193,31184,28621,2563,0.089549631,31.52654185,58.52533333,,ERR,ERR,ERR
LEVI,342,125,217,1.736,98908,22670,76238,3.362946625,6.61611184,34.79205575,,,,
CRON,336,264,72,0.272727273,130842,115737,15105,0.130511418,6.981858769,45.65094077,,,,
CIEN,327,110,217,1.972727273,37948,26966,10982,0.407253579,51.89281026,55.65905923,,ERR,ERR,ERR
HASI,320,265,55,0.20754717,31500,9587,21913,2.285699385,0.001,30.77438095,,,,
ARWR,319,151,168,1.112582781,32950,13746,19204,1.397060963,30.95298223,55.71483516,,ERR,ERR,ERR
ERIC,312,145,167,1.151724138,36752,20259,16493,0.81410731,11.56418443,20.66371429,,,,
REAL,312,249,63,0.253012048,56578,30472,26106,0.856720924,47.58278703,76.49926829,,ERR,ERR,ERR
ABUS,311,311,0,0,32098,25442,6656,0.261614653,9.956590116,59.00550523,,,,
HDB,311,193,118,0.611398964,34543,25923,8620,0.332523242,14.76716073,21.38371429,,,,
CWH,310,213,97,0.455399061,59962,53538,6424,0.11998954,16.13828495,49.87303136,,,,
EYE,309,237,72,0.303797468,83482,70106,13376,0.190796793,25.63022635,44.51942857,,,,
ACMR,308,199,109,0.547738693,44682,20664,24018,1.162311266,15.26521915,59.17989547,,,,
INFY,307,262,45,0.171755725,50482,14860,35622,2.39717362,25.00953392,24.81780488,,,,
DBI,304,258,46,0.178294574,49511,46740,2771,0.059285409,60.32335716,97.84836237,,ERR,ERR,ERR
CNH,303,225,78,0.346666667,58965,48279,10686,0.22133847,6.274681979,17.92292683,,,,
CP,301,112,189,1.6875,36365,23807,12558,0.527491914,8.010407069,20.60188153,,,,
QSR,288,226,62,0.274336283,31014,20509,10505,0.51221415,16.28540589,22.50317073,,,,
IVZ,280,167,113,0.676646707,41466,25917,15549,0.599953698,26.03123286,34.14285714,,,,
ETR,279,157,122,0.777070064,36950,15151,21799,1.438782919,31.4168322,22.80153846,,ERR,ERR,ERR
WSC,264,247,17,0.068825911,49300,36981,12319,0.333117006,32.20149392,42.76888502,,ERR,ERR,ERR
CIA,251,76,175,2.302631579,33682,318,33364,104.918239,26.94094755,117.2803896,,,,
UGI,250,146,104,0.712328767,43841,14479,29362,2.027902479,1.470432168,21.86628571,,,,
NOVA,250,104,146,1.403846154,190305,122092,68213,0.558701635,68.30587133,434.9049129,,ERR,ERR,ERR
BOX,245,224,21,0.09375,33956,26494,7462,0.281648675,72.49683977,38.92261324,,ERR,ERR,ERR
AUPH,244,202,42,0.207920792,40097,30913,9184,0.297091838,3.853215862,38.37337979,,,,
BYD,238,103,135,1.310679612,31429,16520,14909,0.90248184,7.469145326,23.22657143,,,,
GOGL,236,180,56,0.311111111,42529,36891,5638,0.152828603,19.25592077,40.41967033,,,,
YMM,229,220,9,0.040909091,69927,26462,43465,1.642544025,23.42191299,51.02626374,,,,
CDLX,222,170,52,0.305882353,32386,26923,5463,0.202912008,24.09427783,95.23390476,,,,
HMC,220,158,62,0.392405063,48332,25558,22774,0.891071289,5.28488444,22.36533333,,,,
SHLS,220,206,14,0.067961165,77486,73044,4442,0.060812661,14.15382792,71.70491289,,,,
APLS,219,151,68,0.450331126,47372,37926,9446,0.249063967,33.49463545,64.32919861,,ERR,ERR,ERR
ZTO,219,85,134,1.576470588,31728,15595,16133,1.034498237,61.18556429,44.14090592,,ERR,ERR,ERR
WAL,218,176,42,0.238636364,32026,24282,7744,0.318919364,9.252747253,36.16562637,,,,
AMED,208,0,208,20800,32760,1850,30910,16.70810811,0.001,7.313240418,,,,
PRMB,208,168,40,0.238095238,55343,50740,4603,0.090717383,3.207207989,28.0958885,,,,
GEL,203,4,199,49.75,34143,27066,7077,0.261471957,34.87851992,32.8178022,,ERR,ERR,ERR
SMTC,197,99,98,0.98989899,46782,20503,26279,1.281714871,49.79872339,79.11041812,,ERR,ERR,ERR
HUYA,188,180,8,0.044444444,179480,14095,165385,11.73359347,19.25490221,74.76838095,,,,
KVYO,173,96,77,0.802083333,44970,23532,21438,0.911014788,24.9064639,51.00704762,,,,
IMPP,165,165,0,0,35097,28645,6452,0.225240007,8.904065961,57.17285714,,,,
CX,155,124,31,0.25,31400,26829,4571,0.17037534,66.19916081,87.82038095,,ERR,ERR,ERR
BBD,141,120,21,0.175,213666,115705,97961,0.846644484,13.69569263,31.72017422,,,,
JBL,140,74,66,0.891891892,33123,19111,14012,0.733190309,37.63489022,39.60808362,,ERR,ERR,ERR
CAMT,138,112,26,0.232142857,31916,25886,6030,0.232944449,14.38743719,49.54982578,,,,
XPOF,134,125,9,0.072,36581,30495,6086,0.199573701,44.20473773,75.88,,ERR,ERR,ERR
MUX,132,103,29,0.281553398,32956,22862,10094,0.441518677,26.18706264,50.03485714,,,,
TSEM,124,99,25,0.252525253,63352,58883,4469,0.075896269,29.76544891,38.61832753,,,,
ABEV,114,94,20,0.212765957,87886,54987,32899,0.598305054,3.784646683,28.80087108,,,,
TE,102,32,70,2.1875,35781,27437,8344,0.304114881,0.070352377,95.69028571,,,,
LRMR,98,98,0,0,63175,62730,445,0.007093894,2.072251912,62.82263736,,,,
WMG,97,66,31,0.46969697,31276,27739,3537,0.127510004,17.62018597,25.12170732,,,,
NTGR,97,81,16,0.197530864,40457,30402,10055,0.33073482,36.24521546,53.74626374,,ERR,ERR,ERR
MUB,89,67,22,0.328358209,65103,36435,28668,0.786825854,21.97983348,6.194425087,,,,
SEAT,89,33,56,1.696969697,67843,67005,838,0.012506529,25.24043377,64.46241758,,,,
SSYS,88,77,11,0.142857143,60990,28868,32122,1.112719967,4.840721848,33.72752381,,,,
UMC,80,64,16,0.25,59274,33316,25958,0.779145155,19.28779023,32.99156794,,,,
PMT,80,27,53,1.962962963,44229,11931,32298,2.707065627,32.78277489,32.75390476,,ERR,ERR,ERR
IHRT,67,65,2,0.030769231,39407,1685,37722,22.38694362,17.31765396,132.3782857,,,,
ALIT,53,50,3,0.06,70993,53386,17607,0.329805567,25.01505059,38.23574913,,,,
SID,34,32,2,0.0625,37511,20354,17157,0.842930137,4.649858949,48.77428571,,,,
HRTX,30,30,0,0,51353,50904,449,0.008820525,20.25672815,91.57703297,,,,
AHCO,21,21,0,0,165059,72634,92425,1.2724757,27.19991508,46.75090592,,,,
PPH,14,7,7,1,31441,627,30814,49.14513557,51.36071429,21.86657143,,ERR,ERR,ERR
DNB,4,4,0,0,34720,32700,2020,0.0617737,0.001,8.084,,,,
